area_code,area_name,indicator,period,measure,unit,value
E06000015,Derby,Affordability ratio,2021,ratio,House price / earnings,5.08
E08000029,Solihull,Affordability ratio,2021,ratio,House price / earnings,9.15
E06000031,Peterborough,Affordability ratio,2021,ratio,House price / earnings,7.34
E06000034,Thurrock,Affordability ratio,2021,ratio,House price / earnings,10.26
E06000055,Bedford,Affordability ratio,2021,ratio,House price / earnings,10.19
E06000035,Medway,Affordability ratio,2021,ratio,House price / earnings,8.72
E06000038,Reading,Affordability ratio,2021,ratio,House price / earnings,9.42
E06000042,Milton Keynes,Affordability ratio,2021,ratio,House price / earnings,9.79
E06000025,South Gloucestershire,Affordability ratio,2021,ratio,House price / earnings,8.82
E06000030,Swindon,Affordability ratio,2021,ratio,House price / earnings,7.69
E92000001,England,Affordability ratio,2010,ratio,House price / earnings,6.85
E92000001,England,Affordability ratio,2011,ratio,House price / earnings,6.8
E92000001,England,Affordability ratio,2012,ratio,House price / earnings,6.77
E92000001,England,Affordability ratio,2013,ratio,House price / earnings,6.76
E92000001,England,Affordability ratio,2014,ratio,House price / earnings,7.09
E92000001,England,Affordability ratio,2015,ratio,House price / earnings,7.52
E92000001,England,Affordability ratio,2016,ratio,House price / earnings,7.72
E92000001,England,Affordability ratio,2017,ratio,House price / earnings,7.91
E92000001,England,Affordability ratio,2018,ratio,House price / earnings,8.04
E92000001,England,Affordability ratio,2019,ratio,House price / earnings,7.88
E92000001,England,Affordability ratio,2020,ratio,House price / earnings,7.86
E92000001,England,Affordability ratio,2021,ratio,House price / earnings,9.05
